"date","stage","props"
"1953-01-01","-8.57","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-02","-8.50","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-03","-8.43","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-04","-8.36","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-05","-8.28","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-06","-8.20","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-07","-8.13","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-08","-8.06","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-09","-7.98","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-10","-7.92","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-11","-7.86","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-12","-7.78","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-13","-7.72","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-14","-7.66","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-15","-7.61","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-16","-7.55","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-17","-7.49","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-18","-7.45","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-19","-7.40","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-20","-7.35","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-21","-7.31","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-22","-7.28","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-23","-7.24","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-24","-7.20","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-25","-7.18","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-26","-7.14","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-27","-7.12","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-28","-7.10","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-29","-7.08","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-30","-7.08","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-01-31","-7.07","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-02-01","-7.07","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-02-02","-7.08","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"1953-02-03","-7.08","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
