"date","stage","props"
"1979-01-01","-23.83","{}"
"1979-01-02","-23.91","{}"
"1979-01-03","-23.84","{}"
"1979-01-04","-23.92","{}"
"1979-01-05","-23.99","{}"
"1979-01-06","-24.03","{}"
"1979-01-07","-24.07","{}"
"1979-01-08","-24.07","{}"
"1979-01-09","-24.05","{}"
"1979-01-10","-24.05","{}"
"1979-01-11","-24.06","{}"
"1979-01-12","-24.05","{}"
"1979-01-13","-24.04","{}"
"1979-01-14","-24.03","{}"
"1979-01-15","-23.99","{}"
"1979-01-16","-23.98","{}"
"1979-01-17","-23.98","{}"
"1979-01-18","-23.98","{}"
"1979-01-19","-23.98","{}"
"1979-01-20","-23.98","{}"
"1979-01-21","-23.97","{}"
"1979-01-22","-23.97","{}"
"1979-01-23","-23.96","{}"
"1979-01-24","-23.97","{}"
"1979-01-25","-23.97","{}"
"1979-01-26","-23.97","{}"
"1979-01-27","-23.97","{}"
"1979-01-28","-23.96","{}"
"1979-01-29","-23.97","{}"
"1979-01-30","-23.96","{}"
"1979-01-31","-23.89","{}"
"1979-02-01","-23.87","{}"
"1979-02-02","-23.87","{}"
"1979-02-03","-23.87","{}"
"1979-02-04","-23.86","{}"
"1979-02-05","-23.83","{}"
"1979-02-06","-23.83","{}"
"1979-02-07","-23.82","{}"
"1979-02-08","-23.82","{}"
"1979-02-09","-23.81","{}"
"1979-02-10","-23.81","{}"
"1979-02-11","-23.79","{}"
"1979-02-12","-23.79","{}"
"1979-02-13","-23.77","{}"
"1979-02-14","-23.75","{}"
"1979-02-15","-23.75","{}"
"1979-02-16","-23.75","{}"
"1979-02-17","-23.61","{}"
"1979-02-18","-23.61","{}"
"1979-02-19","-23.61","{}"
"1979-02-20","-23.61","{}"
"1979-02-21","-23.62","{}"
"1979-02-22","-23.64","{}"
"1979-02-23","-23.65","{}"
"1979-02-24","-23.67","{}"
"1979-02-25","-23.67","{}"
"1979-02-26","-23.65","{}"
"1979-02-27","-23.65","{}"
"1979-02-28","-23.64","{}"
"1979-03-01","-23.64","{}"
"1979-03-02","-23.63","{}"
"1979-03-03","-23.64","{}"
"1979-03-04","-23.67","{}"
"1979-03-05","-23.68","{}"
"1979-03-06","-23.69","{}"
"1979-03-07","-23.72","{}"
"1979-03-08","-23.81","{}"
"1979-03-09","-23.98","{}"
"1979-03-10","-24.14","{}"
"1979-03-11","-24.18","{}"
"1979-03-12","-24.23","{}"
"1979-03-13","-24.25","{}"
"1979-03-14","-24.26","{}"
"1979-03-15","-24.25","{}"
"1979-03-16","-24.08","{}"
