"date","stage","props"
"2008-01-01","-25.93","{8e024c75-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-02","-25.95","{8e024c67-2cad-11ec-be51-ac1f6bb548d2,8e024c75-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-03","-25.94","{8e024c75-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-04","-25.94","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2,8e024c75-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-05","-25.93","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-06","-25.93","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-07","-25.92","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-08","-25.90","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-09","-25.90","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-10","-25.89","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-11","-25.88","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-12","-25.87","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-13","-25.84","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-14","-25.82","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-15","-25.80","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-16","-25.77","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-17","-25.76","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-18","-25.75","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-19","-25.75","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-20","-25.74","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-21","-25.74","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-22","-25.74","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-23","-25.73","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-24","-25.73","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-25","-25.74","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-26","-25.75","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-27","-25.74","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-28","-25.73","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-29","-25.73","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-30","-25.72","{8e024c66-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-31","-25.72","{8e024c66-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-01","-25.72","{8e024c67-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-02","-25.72","{8e024c67-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-03","-25.72","{8e024c67-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-04","-25.71","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-05","-25.71","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-06","-25.71","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-07","-25.70","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-08","-25.70","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-09","-25.71","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-10","-25.71","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-11","-25.70","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-12","-25.70","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-13","-25.70","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-14","-25.70","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-15","-25.69","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-16","-25.68","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-17","-25.67","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-18","-25.66","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-19","-25.66","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-20","-25.66","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-21","-25.65","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-22","-25.65","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-23","-25.65","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-24","-25.64","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-25","-25.64","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-26","-25.63","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-27","-25.63","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-28","-25.60","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-02-29","-25.58","{8e024c66-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-03-01","-25.58","{8e024c66-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-03-02","-25.58","{8e024c66-2cad-11ec-be51-ac1f6bb548d2,8e024c75-2cad-11ec-be51-ac1f6bb548d2}"
"2008-03-03","-25.63","{8e024c82-2cad-11ec-be51-ac1f6bb548d2,8e024c7f-2cad-11ec-be51-ac1f6bb548d2}"
"2008-03-04","-25.67","{8e024c8b-2cad-11ec-be51-ac1f6bb548d2,8e024c5e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-03-05","-25.82","{8e024c8b-2cad-11ec-be51-ac1f6bb548d2,8e024c5e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-03-06","-25.88","{8e024c86-2cad-11ec-be51-ac1f6bb548d2,8e024c5e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-03-07","-25.87","{8e024c86-2cad-11ec-be51-ac1f6bb548d2,8e024c5e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-03-08","-25.90","{8e024c86-2cad-11ec-be51-ac1f6bb548d2,8e024c5e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-03-09","-25.98","{8e024c5e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-03-10","-25.99","{}"
"2008-03-11","-25.98","{}"
"2008-03-12","-25.98","{}"
"2008-03-13","-25.98","{}"
"2008-03-14","-25.99","{}"
"2008-03-15","-25.99","{}"
"2008-03-16","-26.00","{}"
"2008-03-17","-26.01","{}"
"2008-03-18","-26.01","{}"
"2008-03-19","-26.01","{}"
"2008-03-20","-26.03","{8e024c67-2cad-11ec-be51-ac1f6bb548d2}"
"2008-03-21","-26.03","{8e024c67-2cad-11ec-be51-ac1f6bb548d2}"
"2008-03-22","-26.03","{8e024c67-2cad-11ec-be51-ac1f6bb548d2}"
"2008-03-23","-26.03","{8e024c67-2cad-11ec-be51-ac1f6bb548d2}"
"2008-03-24","-26.03","{8e024c67-2cad-11ec-be51-ac1f6bb548d2}"
"2008-03-25","-25.94","{}"
"2008-03-26","-25.87","{}"
"2008-03-27","-25.92","{}"
"2008-03-28","-25.94","{}"
"2008-03-29","-25.95","{}"
"2008-03-30","-25.98","{}"
"2008-03-31","-26.01","{}"
"2008-04-01","-26.02","{8e024c67-2cad-11ec-be51-ac1f6bb548d2}"
"2008-04-02","-26.02","{8e024c67-2cad-11ec-be51-ac1f6bb548d2}"
"2008-04-03","-26.02","{8e024c67-2cad-11ec-be51-ac1f6bb548d2}"
"2008-04-04","-26.02","{8e024c67-2cad-11ec-be51-ac1f6bb548d2}"
"2008-04-05","-26.00","{}"
"2008-04-06","-26.00","{}"
"2008-04-07","-26.00","{}"
"2008-04-08","-26.00","{}"
"2008-04-09","-26.00","{}"
"2008-04-10","-26.00","{}"
"2008-04-11","-26.00","{}"
"2008-04-12","-26.00","{}"
"2008-04-13","-25.99","{}"
"2008-04-14","-25.98","{}"
"2008-04-15","-25.96","{}"
"2008-04-16","-25.90","{}"
"2008-04-17","-25.75","{}"
"2008-04-18","-25.64","{}"
"2008-04-19","-25.44","{}"
"2008-04-20","-25.26","{}"
"2008-04-21","-25.15","{}"
"2008-04-22","-25.08","{}"
"2008-04-23","-25.00","{}"
"2008-04-24","-24.92","{}"
"2008-04-25","-24.85","{}"
"2008-04-26","-24.82","{}"
"2008-04-27","-24.77","{}"
"2008-04-28","-24.74","{}"
"2008-04-29","-24.71","{}"
"2008-04-30","-24.69","{8e024c66-2cad-11ec-be51-ac1f6bb548d2}"
"2008-05-01","-24.66","{8e024c67-2cad-11ec-be51-ac1f6bb548d2}"
"2008-05-02","-24.63","{}"
"2008-05-03","-24.60","{}"
"2008-05-04","-24.58","{}"
"2008-05-05","-24.54","{}"
"2008-05-06","-24.52","{}"
"2008-05-07","-24.50","{8e024c66-2cad-11ec-be51-ac1f6bb548d2}"
"2008-05-08","-24.50","{8e024c66-2cad-11ec-be51-ac1f6bb548d2}"
"2008-05-09","-24.50","{8e024c66-2cad-11ec-be51-ac1f6bb548d2}"
