"date","stage","props"
"2008-01-01","-25.52","{8e024c67-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-02","-25.50","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-03","-25.50","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-04","-25.50","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-05","-25.48","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-06","-25.48","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-07","-25.46","{8e024c7e-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-08","-25.40","{8e024c7e-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-09","-25.32","{8e024c7e-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-10","-25.25","{8e024c7e-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-11","-25.19","{8e024c7e-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-12","-25.17","{8e024c7e-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-13","-25.15","{8e024c7e-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-14","-25.11","{8e024c7e-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-15","-25.08","{8e024c7e-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-16","-25.05","{8e024c7e-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-17","-25.02","{8e024c7e-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-18","-24.95","{8e024c66-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-19","-24.94","{8e024c66-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-20","-25.02","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-21","-25.02","{8e024c7e-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-22","-24.99","{8e024c7e-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-23","-25.02","{8e024c7e-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-24","-25.04","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-25","-25.01","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2008-01-26","-24.97","{8e024c7e-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
