"date","stage","props"
"2008-01-01","-10.00","{}"
"2008-01-02","-10.10","{}"
"2008-01-03","-9.91","{}"
"2008-01-04","-9.64","{}"
"2008-01-05","-9.17","{}"
"2008-01-06","-8.82","{}"
"2008-01-07","-8.80","{}"
"2008-01-08","-8.88","{}"
"2008-01-09","-9.03","{}"
"2008-01-10","-8.89","{}"
"2008-01-11","-8.92","{}"
"2008-01-12","-9.13","{}"
"2008-01-13","-9.21","{}"
"2008-01-14","-9.22","{}"
"2008-01-15","-9.13","{}"
"2008-01-16","-9.09","{}"
"2008-01-17","-9.10","{}"
"2008-01-18","-9.10","{}"
"2008-01-19","-9.21","{}"
"2008-01-20","-9.40","{}"
"2008-01-21","-9.41","{}"
"2008-01-22","-9.48","{}"
"2008-01-23","-9.56","{}"
"2008-01-24","-9.59","{}"
"2008-01-25","-9.66","{}"
"2008-01-26","-9.74","{}"
"2008-01-27","-9.81","{}"
"2008-01-28","-9.54","{}"
"2008-01-29","-10.00","{}"
"2008-01-30","-9.99","{}"
"2008-01-31","-9.99","{}"
"2008-02-01","-10.10","{}"
"2008-02-02","-10.29","{}"
"2008-02-03","-10.21","{}"
"2008-02-04","-10.27","{}"
"2008-02-05","-10.27","{}"
"2008-02-06","-10.29","{}"
"2008-02-07","-10.30","{}"
"2008-02-08","-10.22","{}"
"2008-02-09","-10.10","{}"
"2008-02-10","-10.08","{}"
"2008-02-11","-9.90","{}"
"2008-02-12","-9.96","{}"
"2008-02-13","-10.00","{}"
"2008-02-14","-9.85","{}"
"2008-02-15","-9.79","{}"
"2008-02-16","-9.83","{}"
"2008-02-17","-9.82","{}"
"2008-02-18","-9.77","{}"
"2008-02-19","-9.72","{}"
"2008-02-20","-9.71","{}"
"2008-02-21","-9.71","{}"
"2008-02-22","-9.54","{}"
"2008-02-23","-9.84","{}"
"2008-02-24","-10.00","{}"
"2008-02-25","-10.01","{}"
"2008-02-26","-10.11","{}"
"2008-02-27","-10.09","{}"
"2008-02-28","-10.11","{}"
"2008-02-29","-10.45","{}"
"2008-03-01","-10.50","{}"
"2008-03-02","-10.64","{}"
"2008-03-03","-10.66","{}"
"2008-03-04","-10.68","{}"
"2008-03-05","-10.69","{}"
"2008-03-06","-10.66","{}"
"2008-03-07","-10.61","{}"
"2008-03-08","-10.66","{}"
"2008-03-09","-10.87","{}"
"2008-03-10","-10.74","{}"
"2008-03-11","-10.59","{}"
"2008-03-12","-10.59","{}"
"2008-03-13","-10.72","{}"
"2008-03-14","-10.74","{}"
"2008-03-15","-10.76","{}"
"2008-03-16","-10.72","{}"
"2008-03-17","-10.57","{}"
"2008-03-18","-10.69","{}"
"2008-03-19","-10.68","{}"
"2008-03-20","-10.71","{}"
"2008-03-21","-10.71","{}"
"2008-03-22","-10.76","{}"
"2008-03-23","-10.67","{}"
"2008-03-24","-10.76","{}"
"2008-03-25","-10.76","{}"
"2008-03-26","-10.75","{}"
"2008-03-27","-10.73","{}"
"2008-03-28","-10.80","{}"
"2008-03-29","-10.69","{}"
"2008-03-30","-10.67","{}"
"2008-03-31","-10.79","{}"
"2008-04-01","-10.89","{}"
"2008-04-02","-10.86","{}"
"2008-04-03","-10.85","{}"
"2008-04-04","-10.77","{}"
"2008-04-05","-10.76","{}"
"2008-04-06","-10.80","{}"
"2008-04-07","-10.74","{}"
"2008-04-08","-10.68","{}"
"2008-04-09","-10.72","{}"
"2008-04-10","-10.78","{}"
"2008-04-11","-10.76","{}"
"2008-04-12","-10.55","{}"
"2008-04-13","-9.73","{}"
"2008-04-14","-9.01","{}"
"2008-04-15","-8.04","{}"
"2008-04-16","-7.37","{}"
"2008-04-17","-6.71","{}"
"2008-04-18","-6.29","{}"
"2008-04-19","-5.87","{}"
"2008-04-20","-5.35","{}"
"2008-04-21","-4.87","{}"
"2008-04-22","-4.42","{}"
"2008-04-23","-4.21","{}"
"2008-04-24","-4.21","{}"
"2008-04-25","-4.13","{}"
"2008-04-26","-4.12","{}"
"2008-04-27","-4.11","{}"
"2008-04-28","-4.11","{}"
"2008-04-29","-4.06","{}"
"2008-04-30","-4.02","{}"
"2008-05-01","-4.17","{}"
"2008-05-02","-4.47","{}"
"2008-05-03","-4.79","{}"
"2008-05-04","-5.16","{}"
"2008-05-05","-5.62","{}"
"2008-05-06","-5.88","{}"
"2008-05-07","-6.00","{}"
"2008-05-08","-6.00","{}"
"2008-05-09","-5.99","{}"
"2008-05-10","-6.02","{}"
"2008-05-11","-6.06","{}"
"2008-05-12","-6.03","{}"
"2008-05-13","-5.99","{}"
"2008-05-14","-5.98","{}"
"2008-05-15","-5.99","{}"
"2008-05-16","-6.02","{}"
"2008-05-17","-6.05","{}"
"2008-05-18","-6.06","{}"
"2008-05-19","-6.07","{}"
"2008-05-20","-6.06","{}"
"2008-05-21","-6.04","{}"
"2008-05-22","-6.05","{}"
"2008-05-23","-6.06","{}"
"2008-05-24","-6.08","{}"
"2008-05-25","-6.09","{}"
"2008-05-26","-6.14","{}"
"2008-05-27","-6.30","{}"
"2008-05-28","-6.63","{}"
"2008-05-29","-6.87","{}"
"2008-05-30","-7.14","{}"
"2008-05-31","-7.49","{}"
"2008-06-01","-7.91","{}"
"2008-06-02","-8.20","{}"
"2008-06-03","-9.24","{}"
"2008-06-04","-9.51","{}"
"2008-06-05","-9.97","{}"
"2008-06-06","-10.23","{}"
"2008-06-07","-10.33","{}"
"2008-06-08","-10.34","{}"
"2008-06-09","-10.49","{}"
"2008-06-10","-10.41","{}"
"2008-06-11","-10.53","{}"
"2008-06-12","-10.63","{}"
"2008-06-13","-10.60","{}"
"2008-06-14","-10.58","{}"
"2008-06-15","-10.59","{}"
"2008-06-16","-10.31","{}"
"2008-06-17","-10.55","{}"
"2008-06-18","-10.59","{}"
"2008-06-19","-10.64","{}"
"2008-06-20","-10.63","{}"
"2008-06-21","-10.58","{}"
"2008-06-22","-10.51","{}"
"2008-06-23","-10.54","{}"
"2008-06-24","-10.58","{}"
"2008-06-25","-10.60","{}"
"2008-06-26","-10.57","{}"
"2008-06-27","-10.55","{}"
"2008-06-28","-10.62","{}"
"2008-06-29","-10.57","{}"
"2008-06-30","-10.62","{}"
"2008-07-01","-10.61","{}"
"2008-07-02","-10.60","{}"
"2008-07-03","-10.64","{}"
"2008-07-04","-10.65","{}"
"2008-07-05","-10.63","{}"
"2008-07-06","-10.52","{}"
"2008-07-07","-10.52","{}"
"2008-07-08","-10.67","{}"
"2008-07-09","-10.64","{}"
"2008-07-10","-10.62","{}"
"2008-07-11","-10.61","{}"
"2008-07-12","-10.67","{}"
"2008-07-13","-10.32","{}"
"2008-07-14","-10.49","{}"
"2008-07-15","-10.58","{}"
"2008-07-16","-10.56","{}"
"2008-07-17","-10.60","{}"
"2008-07-18","-10.54","{}"
"2008-07-19","-10.64","{}"
"2008-07-20","-10.59","{}"
"2008-07-21","-10.55","{}"
"2008-07-22","-10.61","{}"
"2008-07-23","-10.68","{}"
"2008-07-24","-10.67","{}"
