"date","stage","props"
"2009-01-01","-24.80","{8e024c75-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-02","-24.76","{8e024c66-2cad-11ec-be51-ac1f6bb548d2,8e024c75-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-03","-24.79","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-04","-24.84","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-05","-24.87","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-06","-24.91","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-07","-24.93","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-08","-24.97","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-09","-24.99","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-10","-25.00","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-11","-25.01","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-12","-25.01","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-13","-25.02","{8e024c67-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-14","-25.02","{8e024c67-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-15","-25.02","{8e024c67-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-16","-25.01","{8e024c67-2cad-11ec-be51-ac1f6bb548d2,8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-17","-25.01","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-18","-24.99","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
"2009-01-19","-24.98","{8e024c6e-2cad-11ec-be51-ac1f6bb548d2}"
