1980-04-01,5140,0,,
1980-04-02,6760,0,,
1980-04-03,6820,0,,
1980-04-04,6550,0,,
1980-04-05,2470,0,,
1980-04-06,1570,0,,
1980-04-07,4540,0,,
1980-04-08,6120,0,,
1980-04-09,7410,0,,
1980-04-10,6970,0,,
1980-04-11,4850,0,,
1980-04-12,2520,0,,
1980-04-13,2630,0,,
1980-04-14,3690,0,,
1980-04-15,4620,0,,
1980-04-16,6180,0,,
1980-04-17,6500,0,,
1980-04-18,5690,0,,
1980-04-19,4200,0,,
1980-04-20,3410,0,,
1980-04-21,5040,0,,
1980-04-22,4780,0,,
1980-04-23,6080,0,,
1980-04-24,7340,0,,
1980-04-25,7030,0,,
1980-04-26,4120,0,,
1980-04-27,3960,0,,
1980-04-28,4830,0,,
1980-04-29,4840,0,,
1980-04-30,4430,0,,
1980-05-01,4320,0,,
1980-05-02,4470,0,,
1980-05-03,7030,0,,
1980-05-04,7000,0,,
1980-05-05,7010,0,,
1980-05-06,9040,0,true,
1980-05-07,11000,0,true,
1980-05-08,14050,90,true,
1980-05-09,16980,2310,true,
1980-05-10,20030,5070,true,
1980-05-11,22980,8530,true,
1980-05-12,26000,11820,true,true
1980-05-13,26030,12080,true,true
1980-05-14,25990,12230,true,true
1980-05-15,26040,12310,true,true
1980-05-16,26020,12330,true,true
1980-05-17,26020,13280,true,true
1980-05-18,23990,11410,true,
1980-05-19,21990,9170,true,
1980-05-20,20020,7100,true,
1980-05-21,18040,3820,true,
1980-05-22,16030,1560,true,
1980-05-23,14180,0,true,
1980-05-24,13940,0,true,
1980-05-25,14060,0,true,
1980-05-26,14090,0,true,
1980-05-27,14060,0,true,
1980-05-28,14030,0,true,
1980-05-29,14090,0,true,
1980-05-30,14100,0,true,
1980-05-31,14080,0,true,
1980-06-01,14050,0,true,
1980-06-02,13970,0,true,
1980-06-03,14020,0,true,
1980-06-04,14000,0,true,
1980-06-05,14060,0,true,
1980-06-06,14080,0,true,
1980-06-07,14010,0,true,
1980-06-08,14070,0,true,
1980-06-09,14030,0,true,
1980-06-10,12920,0,true,
1980-06-11,12510,0,true,
1980-06-12,12020,0,true,
1980-06-13,10860,0,true,
1980-06-14,9880,0,true,
1980-06-15,8860,0,,
1980-06-16,8010,0,,
1980-06-17,8190,0,,
1980-06-18,8790,0,,
1980-06-19,8860,0,,
1980-06-20,8860,0,,
1980-06-21,4490,0,,
1980-06-22,4190,0,,
1980-06-23,7600,0,,
1980-06-24,7850,0,,
1980-06-25,7620,0,,
1980-06-26,7780,0,,
1980-06-27,7810,0,,
1980-06-28,5290,0,,
1980-06-29,4680,0,,
1980-06-30,7480,0,,
1980-07-01,7040,0,,
