1989-04-01,4950,0,,
1989-04-02,4880,0,,
1989-04-03,5580,0,,
1989-04-04,5950,0,,
1989-04-05,5840,0,,
1989-04-06,5800,0,,
1989-04-07,5990,0,,
1989-04-08,5430,0,,
1989-04-09,5120,0,,
1989-04-10,5880,0,,
1989-04-11,5680,0,,
1989-04-12,5680,0,,
1989-04-13,5840,0,,
1989-04-14,5710,0,,
1989-04-15,5460,0,,
1989-04-16,5390,0,,
1989-04-17,6040,0,,
1989-04-18,7860,0,true,
1989-04-19,8530,0,true,
1989-04-20,9020,0,true,
1989-04-21,10140,0,true,
1989-04-22,11870,0,true,
1989-04-23,11950,0,true,
1989-04-24,14080,0,true,
1989-04-25,14040,0,true,
1989-04-26,16040,1250,true,
1989-04-27,17980,3040,true,
1989-04-28,18070,3150,true,
1989-04-29,19990,5250,true,
1989-04-30,20010,5340,true,
1989-05-01,21970,7360,true,
1989-05-02,23970,9800,true,
1989-05-03,25960,11950,true,true
1989-05-04,26050,12130,true,true
1989-05-05,26070,12280,true,true
1989-05-06,26100,12290,true,true
1989-05-07,26020,12250,true,true
1989-05-08,25960,12170,true,true
1989-05-09,26000,12120,true,true
1989-05-10,25930,12080,true,true
1989-05-11,23960,10130,true,
1989-05-12,22020,8010,true,
1989-05-13,20060,5830,true,
1989-05-14,18530,3950,true,
1989-05-15,17080,2380,true,
1989-05-16,16080,1160,true,
1989-05-17,16080,1040,true,
1989-05-18,16060,960,true,
1989-05-19,16090,960,true,
1989-05-20,15990,960,true,
1989-05-21,16080,960,true,
1989-05-22,16050,930,true,
1989-05-23,16060,830,true,
1989-05-24,16010,830,true,
1989-05-25,16000,830,true,
1989-05-26,16080,800,true,
1989-05-27,15080,0,true,
1989-05-28,15070,0,true,
1989-05-29,14970,0,true,
1989-05-30,14100,0,true,
1989-05-31,12960,0,true,
1989-06-01,11940,0,true,
1989-06-02,12040,0,true,
1989-06-03,12070,0,true,
1989-06-04,10950,0,true,
1989-06-05,10500,0,true,
1989-06-06,9520,0,true,
1989-06-07,10370,0,true,
1989-06-08,10060,0,true,
1989-06-09,9260,0,,
1989-06-10,7950,0,,
1989-06-11,7380,0,,
1989-06-12,8030,0,,
1989-06-13,8940,0,,
1989-06-14,8300,0,,
1989-06-15,7650,0,,
1989-06-16,8350,0,,
1989-06-17,6130,0,,
1989-06-18,5060,0,,
1989-06-19,6590,0,,
1989-06-20,5990,0,,
1989-06-21,6860,0,,
1989-06-22,6280,0,,
1989-06-23,7830,0,,
1989-06-24,6400,0,,
1989-06-25,5440,0,,
1989-06-26,6350,0,,
1989-06-27,6230,0,,
1989-06-28,7490,0,,
1989-06-29,6990,0,,
1989-06-30,6890,0,,
1989-07-01,5520,0,,
