1992-04-01,9000,0
1992-04-02,8750,0
1992-04-03,8830,0
1992-04-04,8490,0
1992-04-05,6910,0
1992-04-06,8540,0
1992-04-07,7820,0
1992-04-08,7030,0
1992-04-09,7290,0
1992-04-10,7310,0
1992-04-11,7480,0
1992-04-12,7370,0
1992-04-13,7830,0
1992-04-14,7330,0
1992-04-15,8440,0
1992-04-16,9950,0
1992-04-17,11560,0
1992-04-18,13060,0
1992-04-19,14560,1070
1992-04-20,16450,2440
1992-04-21,17040,2850
1992-04-22,17460,3720
1992-04-23,18050,4460
1992-04-24,19040,5390
1992-04-25,20480,7050
1992-04-26,21980,8610
1992-04-27,23420,10090
1992-04-28,24930,11910
1992-04-29,26940,13860
1992-04-30,26930,14270
1992-05-01,27060,18770
1992-05-02,27400,20040
1992-05-03,27460,17200
1992-05-04,27550,15030
1992-05-05,27060,14570
1992-05-06,24970,12580
1992-05-07,22950,10630
1992-05-08,21100,8510
1992-05-09,20050,9660
1992-05-10,18940,10670
1992-05-11,19060,6530
1992-05-12,19070,6590
1992-05-13,19030,6070
1992-05-14,19020,6150
1992-05-15,19080,6090
1992-05-16,19130,6180
1992-05-17,19080,9580
1992-05-18,19060,6710
1992-05-19,19050,6530
1992-05-20,18280,5900
1992-05-21,17980,5570
1992-05-22,17980,5680
1992-05-23,18040,5850
1992-05-24,17980,8150
1992-05-25,17980,5630
1992-05-26,18060,5920
1992-05-27,17590,5540
1992-05-28,16920,4530
1992-05-29,17100,4710
1992-05-30,17000,4250
1992-05-31,17040,6270
1992-06-01,16940,4350
1992-06-02,16740,4260
1992-06-03,16540,3780
1992-06-04,16000,3440
1992-06-05,15520,3020
1992-06-06,14920,2550
1992-06-07,14580,3650
1992-06-08,14080,1480
1992-06-09,13460,1330
1992-06-10,12920,1380
1992-06-11,12500,1100
1992-06-12,12080,0
1992-06-13,11240,0
1992-06-14,10590,0
1992-06-15,9500,0
1992-06-16,8460,0
1992-06-17,7430,0
1992-06-18,6570,0
1992-06-19,5570,0
1992-06-20,5470,0
1992-06-21,5540,0
1992-06-22,5860,0
1992-06-23,6040,0
1992-06-24,5600,0
1992-06-25,5580,0
1992-06-26,5740,0
1992-06-27,5530,0
1992-06-28,5560,0
1992-06-29,5720,0
1992-06-30,5990,0
1992-07-01,6110,0
