1985-04-01,5630,0,,
1985-04-02,6820,0,,
1985-04-03,6400,0,,
1985-04-04,5460,0,,
1985-04-05,5750,0,,
1985-04-06,4320,0,,
1985-04-07,3750,0,,
1985-04-08,6790,0,,
1985-04-09,6830,0,,
1985-04-10,6860,0,,
1985-04-11,6350,0,,
1985-04-12,6270,0,,
1985-04-13,4090,0,,
1985-04-14,4030,0,,
1985-04-15,6480,0,,
1985-04-16,6990,0,,
1985-04-17,7210,0,,
1985-04-18,7540,0,,
1985-04-19,8180,0,,
1985-04-20,4310,0,,
1985-04-21,3950,0,,
1985-04-22,6930,0,,
1985-04-23,7070,0,,
1985-04-24,7010,0,,
1985-04-25,7300,0,,
1985-04-26,8490,0,,
1985-04-27,7160,0,,
1985-04-28,5760,0,,
1985-04-29,8090,0,,
1985-04-30,9920,0,true,
1985-05-01,11940,0,true,
1985-05-02,13980,530,true,
1985-05-03,16020,1780,true,
1985-05-04,17960,3260,true,
1985-05-05,19970,4950,true,
1985-05-06,22990,8260,true,
1985-05-07,26000,11430,true,
1985-05-08,27920,13800,true,true
1985-05-09,27930,14000,true,true
1985-05-10,27950,14220,true,true
1985-05-11,27960,14190,true,true
1985-05-12,28110,14430,true,true
1985-05-13,28080,14690,true,true
1985-05-14,28070,14080,true,true
1985-05-15,26000,11550,true,
1985-05-16,24030,9360,true,
1985-05-17,24020,9120,true,
1985-05-18,24060,9000,true,
1985-05-19,24070,9030,true,
1985-05-20,24000,8880,true,
1985-05-21,23630,8470,true,
1985-05-22,22750,7460,true,
1985-05-23,22030,6740,true,
1985-05-24,22040,6620,true,
1985-05-25,22030,6630,true,
1985-05-26,22010,6600,true,
1985-05-27,21970,6540,true,
1985-05-28,21980,6520,true,
1985-05-29,22130,6890,true,
1985-05-30,22430,7030,true,
1985-05-31,22440,7130,true,
1985-06-01,22450,7120,true,
1985-06-02,22330,7120,true,
1985-06-03,21560,6290,true,
1985-06-04,21000,5770,true,
1985-06-05,19950,4640,true,
1985-06-06,18960,3590,true,
1985-06-07,18080,2610,true,
1985-06-08,16950,1520,true,
1985-06-09,16000,520,true,
1985-06-10,15870,490,true,
1985-06-11,15850,760,true,
1985-06-12,15850,700,true,
1985-06-13,15810,700,true,
1985-06-14,15460,440,true,
1985-06-15,14600,0,true,
1985-06-16,13470,0,true,
1985-06-17,12480,0,,
1985-06-18,11920,0,,
1985-06-19,11730,0,,
1985-06-20,11600,0,,
1985-06-21,10480,0,,
1985-06-22,10820,0,,
1985-06-23,10890,0,,
1985-06-24,10850,0,,
1985-06-25,11450,0,,
1985-06-26,11500,0,,
1985-06-27,11420,0,,
1985-06-28,11430,0,,
1985-06-29,11140,0,,
1985-06-30,11030,0,,
1985-07-01,11000,0,,
