2003-04-01,7450,0
2003-04-02,7550,0
2003-04-03,7520,0
2003-04-04,7490,0
2003-04-05,7480,0
2003-04-06,7470,0
2003-04-07,7900,0
2003-04-08,7920,0
2003-04-09,7950,0
2003-04-10,7940,0
2003-04-11,8410,0
2003-04-12,7530,0
2003-04-13,8050,0
2003-04-14,8850,0
2003-04-15,9000,0
2003-04-16,8930,0
2003-04-17,8960,0
2003-04-18,8900,0
2003-04-19,8930,0
2003-04-20,8970,0
2003-04-21,9030,0
2003-04-22,8980,0
2003-04-23,8970,0
2003-04-24,10020,0
2003-04-25,10520,0
2003-04-26,11040,0
2003-04-27,11560,0
2003-04-28,12050,0
2003-04-29,13010,500
2003-04-30,13550,810
2003-05-01,13980,1160
2003-05-02,14970,1930
2003-05-03,16030,2780
2003-05-04,17050,3530
2003-05-05,17990,3900
2003-05-06,18970,4820
2003-05-07,20130,5870
2003-05-08,21990,7690
2003-05-09,24150,9850
2003-05-10,25950,11790
2003-05-11,25990,11940
2003-05-12,25950,11990
2003-05-13,25950,12030
2003-05-14,25960,12080
2003-05-15,25980,12120
2003-05-16,25980,12180
2003-05-17,25980,12160
2003-05-18,25990,12190
2003-05-19,25980,12220
2003-05-20,24100,10230
2003-05-21,21970,8010
2003-05-22,20040,6100
2003-05-23,18080,3820
2003-05-24,17040,2710
2003-05-25,17030,2620
2003-05-26,17040,2720
2003-05-27,17040,2720
2003-05-28,17040,2720
2003-05-29,16930,2730
2003-05-30,16950,2770
2003-05-31,16940,2740
2003-06-01,16980,2700
2003-06-02,16930,2700
2003-06-03,16030,1820
2003-06-04,15950,1710
2003-06-05,15050,870
2003-06-06,14990,840
2003-06-07,14000,0
2003-06-08,12950,0
2003-06-09,11960,0
2003-06-10,11020,0
2003-06-11,9980,0
2003-06-12,9030,0
2003-06-13,8100,0
2003-06-14,7030,0
2003-06-15,6060,0
2003-06-16,6070,0
2003-06-17,6070,0
2003-06-18,6070,0
2003-06-19,6030,0
2003-06-20,6030,0
2003-06-21,6060,0
2003-06-22,6160,0
2003-06-23,6120,0
2003-06-24,6120,0
2003-06-25,6060,0
2003-06-26,6050,0
2003-06-27,6030,0
2003-06-28,6090,0
2003-06-29,6040,0
2003-06-30,6130,0
2003-07-01,6060,0
