1961-04-01,5805,0,,
1961-04-02,2990,0,,
1961-04-03,5600,0,,
1961-04-04,6240,480,true,
1961-04-05,8060,1715,true,
1961-04-06,8040,1415,true,
1961-04-07,8185,1422,true,
1961-04-08,8105,1420,true,
1961-04-09,7930,2580,true,
1961-04-10,8190,1511,true,
1961-04-11,8440,1423,true,
1961-04-12,9490,2830,true,
1961-04-13,10455,3275,true,
1961-04-14,10865,3275,true,
1961-04-15,10855,3280,true,
1961-04-16,10545,4725,true,
1961-04-17,10680,3587,true,
1961-04-18,11920,4314,true,
1961-04-19,13000,5115,true,
1961-04-20,13140,5230,true,
1961-04-21,13135,5208,true,
1961-04-22,13205,5231,true,
1961-04-23,13315,7614,true,
1961-04-24,16365,7917,true,
1961-04-25,19245,10085,true,
1961-04-26,23665,14345,true,
1961-04-27,25377,16203,true,true
1961-04-28,25242,16213,true,true
1961-04-29,24823,15670,true,true
1961-04-30,24821,17071,true,true
1961-05-01,24520,18255,true,true
1961-05-02,24455,17850,true,true
1961-05-03,25807,16552,true,true
1961-05-04,25840,15149,true,true
1961-05-05,25524,14154,true,true
1961-05-06,22174,11674,true,
1961-05-07,20815,11803,true,
1961-05-08,21405,10968,true,
1961-05-09,20840,10259,true,
1961-05-10,20829,10480,true,
1961-05-11,21231,10446,true,
1961-05-12,20961,10213,true,
1961-05-13,21011,11254,true,
1961-05-14,19473,13810,true,
1961-05-15,22306,12555,true,
1961-05-16,21409,10650,true,
1961-05-17,20635,10128,true,
1961-05-18,20796,10560,true,
1961-05-19,21319,10849,true,
1961-05-20,21091,10600,true,
1961-05-21,19890,11523,true,
1961-05-22,18155,7620,true,
1961-05-23,17615,7100,true,
1961-05-24,16660,6385,true,
1961-05-25,17005,6980,true,
1961-05-26,17244,7222,true,
1961-05-27,16983,7688,true,
1961-05-28,15343,10491,true,
1961-05-29,17945,8615,true,
1961-05-30,17212,6666,true,
1961-05-31,17244,7346,true,
1961-06-01,16335,6454,true,
1961-06-02,16079,6339,true,
1961-06-03,15585,6850,true,
1961-06-04,15125,7091,true,
1961-06-05,15243,6183,true,
1961-06-06,14842,5697,true,
1961-06-07,14268,5373,true,
1961-06-08,14460,5768,true,
1961-06-09,13609,5765,true,
1961-06-10,14387,5612,true,
1961-06-11,14050,6920,true,
1961-06-12,14557,6362,true,
1961-06-13,13952,5592,true,
1961-06-14,13676,5446,true,
1961-06-15,13910,5660,true,
1961-06-16,13035,5180,true,
1961-06-17,12555,5060,true,
1961-06-18,13048,9293,true,
1961-06-19,12375,4690,true,
1961-06-20,9845,2180,true,
1961-06-21,9145,1780,true,
1961-06-22,9655,2230,true,
1961-06-23,9045,1650,true,
1961-06-24,8755,1605,true,
1961-06-25,8550,3040,true,
1961-06-26,8280,1430,true,
1961-06-27,7402,332,true,
1961-06-28,7430,480,true,
1961-06-29,7382,527,true,
1961-06-30,6885,895,true,
1961-07-01,6615,0,,
