1971-04-01,5880,0
1971-04-02,6170,0
1971-04-03,4590,0
1971-04-04,4320,0
1971-04-05,6010,0
1971-04-06,6060,0
1971-04-07,5760,0
1971-04-08,5860,0
1971-04-09,5680,0
1971-04-10,4680,0
1971-04-11,4350,0
1971-04-12,5790,0
1971-04-13,5960,0
1971-04-14,5620,0
1971-04-15,5890,0
1971-04-16,5950,0
1971-04-17,5400,0
1971-04-18,5000,0
1971-04-19,5720,0
1971-04-20,5900,0
1971-04-21,5900,0
1971-04-22,7760,0
1971-04-23,7590,0
1971-04-24,7380,0
1971-04-25,7090,0
1971-04-26,7960,0
1971-04-27,9050,0
1971-04-28,10000,0
1971-04-29,10310,0
1971-04-30,10680,0
1971-05-01,10270,0
1971-05-02,10110,0
1971-05-03,12900,250
1971-05-04,16440,3000
1971-05-05,19240,4400
1971-05-06,21520,5720
1971-05-07,25430,9800
1971-05-08,26650,11530
1971-05-09,25510,10780
1971-05-10,25520,10470
1971-05-11,25480,9960
1971-05-12,23100,7700
1971-05-13,23180,7640
1971-05-14,23000,7430
1971-05-15,23030,7450
1971-05-16,23010,7410
1971-05-17,23100,7390
1971-05-18,23050,7290
1971-05-19,23010,7290
1971-05-20,23010,7200
1971-05-21,23020,7260
1971-05-22,23070,7200
1971-05-23,23060,7190
1971-05-24,23040,7180
1971-05-25,22970,7120
1971-05-26,22930,7090
1971-05-27,22940,7030
1971-05-28,22910,6940
1971-05-29,22500,6550
1971-05-30,21290,5390
1971-05-31,20030,4110
1971-06-01,19970,3910
1971-06-02,18710,2620
1971-06-03,17510,1420
1971-06-04,16490,510
1971-06-05,15540,200
1971-06-06,14530,60
1971-06-07,13270,0
1971-06-08,12500,0
1971-06-09,11700,0
1971-06-10,10700,0
1971-06-11,9600,0
1971-06-12,8480,0
1971-06-13,7650,0
1971-06-14,7440,0
1971-06-15,6940,0
1971-06-16,5590,0
1971-06-17,5020,0
1971-06-18,5370,0
1971-06-19,4130,0
1971-06-20,4050,0
1971-06-21,5250,0
1971-06-22,4670,0
1971-06-23,4990,0
1971-06-24,5120,0
1971-06-25,4270,0
1971-06-26,4170,0
1971-06-27,4100,0
1971-06-28,4090,0
1971-06-29,4010,0
1971-06-30,4230,0
1971-07-01,4960,0
