1965-04-01,5990,0
1965-04-02,6220,0
1965-04-03,6040,0
1965-04-04,4180,0
1965-04-05,5310,0
1965-04-06,5730,0
1965-04-07,5420,0
1965-04-08,5530,0
1965-04-09,5790,0
1965-04-10,5410,0
1965-04-11,3830,0
1965-04-12,5390,0
1965-04-13,5620,0
1965-04-14,5820,0
1965-04-15,5740,0
1965-04-16,5680,0
1965-04-17,4870,0
1965-04-18,4160,0
1965-04-19,5460,0
1965-04-20,5100,0
1965-04-21,4760,0
1965-04-22,5080,0
1965-04-23,4740,0
1965-04-24,5060,0
1965-04-25,4110,0
1965-04-26,4730,0
1965-04-27,5050,0
1965-04-28,5100,0
1965-04-29,6660,0
1965-04-30,8170,360
1965-05-01,10920,4400
1965-05-02,12830,6120
1965-05-03,14730,1970
1965-05-04,17260,2510
1965-05-05,21210,5730
1965-05-06,24300,8820
1965-05-07,24160,8770
1965-05-08,24070,8810
1965-05-09,24210,10150
1965-05-10,20020,4810
1965-05-11,19940,4600
1965-05-12,20140,4840
1965-05-13,20120,4930
1965-05-14,19930,4790
1965-05-15,20090,4840
1965-05-16,20110,5300
1965-05-17,19780,4970
1965-05-18,20020,4820
1965-05-19,19960,4800
1965-05-20,19990,4670
1965-05-21,19960,4600
1965-05-22,20020,4700
1965-05-23,20120,8040
1965-05-24,20060,5860
1965-05-25,19920,4890
1965-05-26,19970,4710
1965-05-27,20050,4990
1965-05-28,20010,4900
1965-05-29,18180,3200
1965-05-30,17050,5620
1965-05-31,17190,4180
1965-06-01,17550,3560
1965-06-02,17430,3230
1965-06-03,17030,2890
1965-06-04,17170,2780
1965-06-05,17170,2940
1965-06-06,16830,5490
1965-06-07,16140,2550
1965-06-08,16370,1600
1965-06-09,16240,1470
1965-06-10,15710,1640
1965-06-11,15960,1590
1965-06-12,15900,1770
1965-06-13,14550,3190
1965-06-14,12640,860
1965-06-15,10960,0
1965-06-16,10070,0
1965-06-17,9700,0
1965-06-18,9460,0
1965-06-19,9670,0
1965-06-20,9800,0
1965-06-21,9960,0
1965-06-22,10600,0
1965-06-23,10760,0
1965-06-24,10330,0
1965-06-25,10230,0
1965-06-26,9970,0
1965-06-27,8610,0
1965-06-28,10260,0
1965-06-29,11160,0
1965-06-30,10900,0
1965-07-01,10470,0
