1995-04-01,7350,0
1995-04-02,6750,0
1995-04-03,7390,0
1995-04-04,7630,0
1995-04-05,7550,0
1995-04-06,7780,0
1995-04-07,8000,0
1995-04-08,8440,0
1995-04-09,8940,0
1995-04-10,9460,0
1995-04-11,10350,0
1995-04-12,11490,0
1995-04-13,12610,0
1995-04-14,13470,760
1995-04-15,15170,2090
1995-04-16,16590,3300
1995-04-17,18060,4310
1995-04-18,19600,5580
1995-04-19,21050,6940
1995-04-20,22920,8470
1995-04-21,24960,10760
1995-04-22,27070,13740
1995-04-23,27850,15330
1995-04-24,27950,14930
1995-04-25,28030,14430
1995-04-26,27990,14390
1995-04-27,28050,14430
1995-04-28,28050,14660
1995-04-29,28010,18140
1995-04-30,28040,18180
1995-05-01,28090,18200
1995-05-02,27950,17210
1995-05-03,27970,14400
1995-05-04,28020,14380
1995-05-05,28090,14420
1995-05-06,28030,14550
1995-05-07,27940,18150
1995-05-08,27940,18150
1995-05-09,28070,18150
1995-05-10,28010,15370
1995-05-11,27680,14000
1995-05-12,26980,13270
1995-05-13,27010,13260
1995-05-14,27020,13300
1995-05-15,26570,12800
1995-05-16,27590,13760
1995-05-17,26630,12700
1995-05-18,26560,12600
1995-05-19,26550,12610
1995-05-20,26550,12540
1995-05-21,25940,11970
1995-05-22,25130,11100
1995-05-23,23970,9910
1995-05-24,22930,8900
1995-05-25,21540,7440
1995-05-26,20080,6140
1995-05-27,18440,8050
1995-05-28,16960,6840
1995-05-29,17020,3560
1995-05-30,16930,2230
1995-05-31,15910,1280
1995-06-01,15870,1280
1995-06-02,15970,1280
1995-06-03,15940,1290
1995-06-04,15850,1290
1995-06-05,15920,1570
1995-06-06,15040,910
1995-06-07,14000,60
1995-06-08,12990,0
1995-06-09,11970,0
1995-06-10,11070,0
1995-06-11,10030,0
1995-06-12,9070,0
1995-06-13,8180,0
1995-06-14,6950,0
1995-06-15,6520,0
1995-06-16,7310,0
1995-06-17,6980,0
1995-06-18,6870,0
1995-06-19,7590,0
1995-06-20,7210,0
1995-06-21,7160,0
1995-06-22,7280,0
1995-06-23,7160,0
1995-06-24,6550,0
1995-06-25,6550,0
1995-06-26,7380,0
1995-06-27,7210,0
1995-06-28,7220,0
1995-06-29,7190,0
1995-06-30,7330,0
1995-07-01,6600,0
