1962-04-01,4370,0
1962-04-02,7140,0
1962-04-03,7400,0
1962-04-04,7260,0
1962-04-05,7430,0
1962-04-06,7350,0
1962-04-07,7280,0
1962-04-08,4080,0
1962-04-09,6730,0
1962-04-10,7480,0
1962-04-11,6950,0
1962-04-12,6250,0
1962-04-13,6470,0
1962-04-14,6530,0
1962-04-15,4020,0
1962-04-16,5720,0
1962-04-17,5970,0
1962-04-18,6970,0
1962-04-19,8130,0
1962-04-20,10400,1460
1962-04-21,13760,3930
1962-04-22,13670,5530
1962-04-23,14190,4220
1962-04-24,14630,3320
1962-04-25,14800,2660
1962-04-26,13990,1880
1962-04-27,16730,4620
1962-04-28,20560,8080
1962-04-29,24530,12970
1962-04-30,25590,16270
1962-05-01,25530,17300
1962-05-02,25360,17330
1962-05-03,24850,13430
1962-05-04,24660,11920
1962-05-05,24910,12230
1962-05-06,25000,15180
1962-05-07,24990,12940
1962-05-08,25280,12960
1962-05-09,23200,10700
1962-05-10,22850,10110
1962-05-11,23230,10360
1962-05-12,23080,10520
1962-05-13,22870,12870
1962-05-14,22980,11250
1962-05-15,23110,10520
1962-05-16,23330,10680
1962-05-17,22690,10070
1962-05-18,22840,10350
1962-05-19,22640,11640
1962-05-20,23230,12950
1962-05-21,21390,9590
1962-05-22,19260,6440
1962-05-23,18160,5460
1962-05-24,16390,3830
1962-05-25,14950,2310
1962-05-26,13680,1330
1962-05-27,12420,1010
1962-05-28,11700,830
1962-05-29,12320,670
1962-05-30,10940,0
1962-05-31,9520,0
1962-06-01,8330,0
1962-06-02,6800,0
1962-06-03,5340,0
1962-06-04,5020,0
1962-06-05,5760,0
1962-06-06,5970,0
1962-06-07,5670,0
1962-06-08,5840,0
1962-06-09,5360,0
1962-06-10,4850,0
1962-06-11,5210,0
1962-06-12,5460,0
1962-06-13,5480,0
1962-06-14,5360,0
1962-06-15,5570,0
1962-06-16,5010,0
1962-06-17,4640,0
1962-06-18,4810,0
1962-06-19,4780,0
1962-06-20,4630,0
1962-06-21,4600,0
1962-06-22,4880,0
1962-06-23,4710,0
1962-06-24,4380,0
1962-06-25,4710,0
1962-06-26,5360,0
1962-06-27,5140,0
1962-06-28,4980,0
1962-06-29,5110,0
1962-06-30,4720,0
1962-07-01,4090,0
